# Timestep     No_Moles     No_Specs     C12H5	O2	
92700         20         10	 2	 1	 1	 1	 1	 1	 2	 1	 1	 9	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
92800         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
92900         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
93000         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
93100         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
93200         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
93300         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
93400         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
93500         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
93600         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
93700         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
93800         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
93900         21          9	 2	 2	 1	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C5H2	C7H3	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
94000         23         10	 1	 1	 3	 2	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
94100         22          9	 1	 3	 2	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C12H5	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
94200         22          9	 1	 3	 2	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C7H3	C5H2	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
94300         23         10	 1	 1	 3	 2	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C7H3	C5H2	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
94400         23         10	 1	 1	 3	 2	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C7H3	C5H2	C3H	C9H4	C4H2	C	C4H3	C2	C8H4	O2	
94500         23         10	 1	 1	 3	 2	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C7H3	C5H2	C3H	C4H2	C9H4	C	C4H3	C2	C8H4	O2	
94600         24         10	 1	 2	 3	 2	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C7H3	C5H2	C3H	C4H2	C9H4	C	C4H3	C2	C8H4	O2	
94700         24         10	 1	 2	 3	 2	 1	 1	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C7H3	C5H2	C3H	C4H2	C5H2O2	C9H4	C	C3H3	C2	C8H4	O2	
94800         24         11	 1	 1	 3	 2	 1	 1	 2	 1	 2	 1	 9	
# Timestep     No_Moles     No_Specs     C7H3	C5H2	C3H	C4H2	C5H2O2	C9H4	C	C3H3	C2	C8H4	O2	
94900         24         11	 1	 1	 3	 2	 1	 1	 2	 1	 2	 1	 9	
# Timestep     No_Moles     No_Specs     C7H3	C5H2	C3H	C4H2	C5H2O2	C9H4	C	C3H3	C2	C8H4	O2	
95000         24         11	 1	 1	 3	 2	 1	 1	 2	 1	 2	 1	 9	
# Timestep     No_Moles     No_Specs     C7H3	C5H2	C3H	C4H2	C5H2O2	C9H4	C	C3H3	C2	C8H4	O2	
95100         24         11	 1	 1	 3	 2	 1	 1	 2	 1	 2	 1	 9	
# Timestep     No_Moles     No_Specs     C7H3	C5H2	C3H	C4H2	C9H4	C	C3H3	C2	C8H4	O2	
95200         25         10	 1	 2	 3	 2	 1	 2	 1	 2	 1	 10	
# Timestep     No_Moles     No_Specs     C7H3	C5H2	C3H	C4H2	C3H2	C2	C9H4	C	C3H3	C8H4	O2	
95300         26         11	 1	 1	 3	 2	 1	 3	 1	 2	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C4H2	C5H2	C3H2	C2	C9H4	C	C3H3	C8H4	O2	
95400         27         10	 4	 3	 1	 1	 3	 1	 2	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C4H2	C5H2	C3H2	C2	C9H4	C	C3H3	C8H4	O2	
95500         27         10	 4	 3	 1	 1	 3	 1	 2	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C4H2	C5H2	C3H2	C2	C9H4	C	C3H3	C8H4	O2	
95600         27         10	 4	 3	 1	 1	 3	 1	 2	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C4H2	C5H2	C3H2	C2	C9H4	C	C3H3	C8H4	O2	
95700         27         10	 4	 3	 1	 1	 3	 1	 2	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C4H2	C5H2	C3H2	C2	C9H4	C	C3H3	C8H4	O2	
95800         27         10	 4	 3	 1	 1	 3	 1	 2	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C4H2	C5H2	C3H2	C2	C9H4	C	C3H3	C8H4	O2	
95900         27         10	 4	 3	 1	 1	 3	 1	 2	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C4H2	C5H2	C3H2	C2	C9H4	C	C3H3	C8H4	O2	
96000         27         10	 4	 3	 1	 1	 3	 1	 2	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C4H2	C5H2	C3H2	C2	C9H4	C	C3H3	C8H4	O2	
96100         27         10	 4	 3	 1	 1	 3	 1	 2	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C5H2	C4H2	C3H2	C2	C9H4	C3H3	C	C8H4	O2	
96200         26         10	 4	 2	 2	 1	 3	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C3H2	C2	C5H2	C4H2	C9H4	C3H3	C	C8H4	O2	
96300         27         10	 4	 2	 4	 1	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C3H2	C2	C5H2	C4H2	C9H4	C3H3	C	C8H4	O2	
96400         27         10	 4	 2	 4	 1	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C3H2	C2	C5H2	C4H2	C9H4	C3H3	C	C8H4	O2	
96500         27         10	 4	 2	 4	 1	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C3H2	C2	C5H2	C4H2	C9H4	C3H3	C	C8H4	O2	
96600         27         10	 4	 2	 4	 1	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C3H2	C2	C5H2	C4H2	C9H4	C3H3	C	C8H4	O2	
96700         27         10	 4	 2	 4	 1	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C3H2	C2	C5H2	C4H2	C9H4	C3H3	C	C8H4	O2	
96800         27         10	 4	 2	 4	 1	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C3H2	C2	C5H2	C4H2	C9H4	C3H3	C	C8H4	O2	
96900         27         10	 4	 2	 4	 1	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C3H2	C2	C5H2	C4H2	C9H4	C3H3	C	C8H4	O2	
97000         27         10	 4	 2	 4	 1	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C3H2	C2	C5H2	C4H2	C9H4	C3H3	C	C8H4	O2	
97100         27         10	 4	 2	 4	 1	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C3H2	C2	C5H2	C4H2	C9H4	C3H3	C	C8H4	O2	
97200         27         10	 4	 2	 4	 1	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C3H2	C2	C5H2	C4H2	C9H4	C3H3	C	C8H4	O2	
97300         27         10	 4	 2	 4	 1	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C3H2	C2	C5H2	C4H2	C9H4	C3H3	C	C8H4	O2	
97400         27         10	 4	 2	 4	 1	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C3H2	C2	C5H2	C4H2	C9H4	C3H3	C	C8H4	O2	
97500         27         10	 4	 2	 4	 1	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C3H2	C2	C5H2O2	C4H2	C9H4	C3H3	C	C8H4	O2	
97600         26         10	 4	 2	 4	 1	 2	 1	 1	 1	 1	 9	
# Timestep     No_Moles     No_Specs     C3H	C3H2	C2	C5H2O2	C4H2	C9H4	C3H3	C	C8H4	O2	
97700         26         10	 4	 2	 4	 1	 2	 1	 1	 1	 1	 9	
# Timestep     No_Moles     No_Specs     C3H	C3H2	C2	C5H2	C4H2	C9H4	C3H3	C	C8H4	O2	
97800         27         10	 4	 2	 4	 1	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C3H	C3H2	C2	C5H2O2	C4H2	C9H4	C3H3	C	C8H4	O2	
97900         26         10	 4	 2	 4	 1	 2	 1	 1	 1	 1	 9	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C2	C5H2	C4H2	C3H	C9H4	C3H3	C	C8H4	O2	
98000         26         11	 1	 2	 4	 1	 2	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C2	C5H2	C4H2	C3H	C9H4	C3H3	C	C8H4	O2	
98100         26         11	 1	 2	 4	 1	 2	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C2	C5H2	C4H2	C3H	C9H4	C3H3	C	C8H4	O2	
98200         26         11	 1	 2	 4	 1	 2	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C2	C5H2	C4H2	C3H	C9H4	C3H3	C	C8H4	O2	
98300         26         11	 1	 2	 4	 1	 2	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C2	C5H2	C4H2	C3H	C9H4	C3H3	C	C8H4	O2	
98400         26         11	 1	 2	 4	 1	 2	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C2	C5H2	C4H2	C3H	C9H4	C3H3	C	C8H4	O2	
98500         26         11	 1	 2	 4	 1	 2	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C2	C5H2	C4H2	C3H	C9H4	C3H3	C	C8H4	O2	
98600         26         11	 1	 2	 4	 1	 2	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C2	C5H2	C4H2	C3H	C9H4	C3H3	C	C8H4	O2	
98700         26         11	 1	 2	 4	 1	 2	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C2	C5H2	C4H2	C3H	C9H4	C3H3	C	C8H4	O2	
98800         26         11	 1	 2	 4	 1	 2	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C2	C5H2	C4H2	C3H	C9H4	C3H3	C	C8H4	O2	
98900         26         11	 1	 2	 4	 1	 2	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C2	C5H2	C4H2	C3H	C9H4	C3H3	C	C8H4	O2	
99000         26         11	 1	 2	 4	 1	 2	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C6H2	C3H2O2	C2	C5H2	C4H2	C3H2	C3H	C9H4	C3H3	C	C8H4	O2	
99100         25         12	 1	 1	 4	 1	 2	 1	 2	 1	 1	 1	 1	 9	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C2	C5H2	C4H2	C3H	C9H4	C3H3	C	C8H4	O2	
99200         26         11	 1	 2	 4	 1	 2	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C5H2	C3H2	C2	C	C4H2	C3H	C9H4	C3H3	C8H4	O2	
99300         27         10	 2	 2	 4	 2	 2	 2	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C2	C5H2	C4H2	C3H	C9H4	C3H3	C	C8H4	O2	
99400         26         11	 1	 2	 4	 1	 2	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C2	C5H2	C4H2	C3H	C9H4	C3H3	C	C8H4	O2	
99500         26         11	 1	 2	 4	 1	 2	 2	 1	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C5H2	C3H2	C2	C	C4H2	C3H	C9H4	C4H3	C8H4	O2	
99600         26         10	 2	 2	 4	 1	 2	 2	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C2	C5H2	C4H2	C3H	C9H4	C4H3	C8H4	O2	
99700         25         10	 1	 2	 4	 1	 2	 2	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C2	C5H2	C4H2	C3H	C9H4	C4H3	C8H4	O2	
99800         25         10	 1	 2	 4	 1	 2	 2	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C2	C5H2	C4H2	C3H	C9H4	C4H3	C8H4	O2	
99900         25         10	 1	 2	 4	 1	 2	 2	 1	 1	 1	 10	
# Timestep     No_Moles     No_Specs     C6H2	C3H2	C43	C5H2	C30H62	C13H28	C9H4	C4H3	CO2	O2	CO	H2O     	
100000         25         12	 1	 2	 4	 3	 2	 2	 1	 3	 2	 2	1	2	

